_id,rsn,year_registered,year_evaluated,year_built,property_type,ward,wardname,site_address,confirmed_storeys,confirmed_units,evaluation_completed_on,score,results_of_score,no_of_areas_evaluated,entrance_lobby,entrance_doors_windows,security,stairwells,laundry_rooms,internal_guards_handrails,garbage_chute_rooms,garbage_bin_storage_area,elevators,storage_areas_lockers,interior_wall_ceiling_floor,interior_lighting_levels,graffiti,exterior_cladding,exterior_grounds,exterior_walkways,balcony_guards,water_pen_ext_bldg_elements,parking_area,other_facilities,grid,latitude,longitude,x,y
11318,4154634,2017,2017,1972,PRIVATE,6,York Centre,1875 STEELES AVE W,4,120,2017-10-17,58,Evaluation needs to be conducted in 1 year,19,3,3,3,3,3,3,3,3,3,,3,2,4,2,3,3,3,2,3,3,N0622,43.78709387,-79.4677159,307382.726,4849459.76
11319,4169166,2017,2017,1960,SOCIAL HOUSING,8,Eglinton-Lawrence,1674 EGLINTON AVE W,4,40,2017-10-17,65,Evaluation needs to be conducted in 1 year,17,3,3,4,3,3,3,,4,3,,3,4,4,3,3,3,,3,3,3,N0831,43.697004,-79.44543175,309182.971,4839451.174
11320,4155752,2017,2017,1950,PRIVATE,3,Etobicoke-Lakeshore,1 SUPERIOR AVE,4,23,2017-10-17,60,Evaluation needs to be conducted in 1 year,18,3,3,3,3,2,2,,2,3,3,3,3,5,3,3,3,4,3,3,,W0336,43.61488629,-79.48695961,305836.877,4830327.051
11321,4155303,2017,2017,1973,PRIVATE,3,Etobicoke-Lakeshore,24 MABELLE AVE,36,540,2017-10-16,56,Evaluation needs to be conducted in 1 year,19,3,3,3,2,4,2,3,3,3,,3,3,2,3,3,3,3,2,2,3,W0321,43.64658572,-79.52714719,302594.209,4833849.039
11322,4155307,2017,2017,1974,PRIVATE,3,Etobicoke-Lakeshore,25 MABELLE AVE,31,416,2017-10-16,57,Evaluation needs to be conducted in 1 year,19,3,3,3,2,3,2,3,3,2,,3,2,3,3,3,3,4,3,3,3,W0321,43.6455831,-79.52650589,302645.912,4833737.637
11323,4153923,2017,2017,1959,PRIVATE,12,Toronto-St. Paul's,85 LAWTON BLVD,10,87,2017-10-16,76,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,2,4,3,4,4,4,3,5,4,4,4,4,4,3,,S1232,43.69312979,-79.39633421,313141.061,4839024.529
11324,4153924,2017,2017,1965,PRIVATE,12,Toronto-St. Paul's,95 LAWTON BLVD,7,60,2017-10-16,63,Evaluation needs to be conducted in 1 year,19,3,4,3,3,3,2,3,3,4,4,3,2,5,3,3,2,3,4,3,,S1232,43.69334659,-79.39645967,313130.915,4839048.604
11325,4155509,2017,2017,1960,PRIVATE,3,Etobicoke-Lakeshore,2704 LAKE SHORE BLVD W,4,30,2017-10-16,60,Evaluation needs to be conducted in 1 year,16,3,2,3,3,3,2,,3,,3,3,3,5,3,3,3,,3,3,,W0335,43.60287547,-79.49658364,305060.126,4828992.645
11326,4155033,2017,2017,1960,PRIVATE,12,Toronto-St. Paul's,682 NORTHCLIFFE BLVD,6,54,2017-10-16,60,Evaluation needs to be conducted in 1 year,17,3,3,4,3,3,2,,3,3,,3,3,4,3,3,3,3,3,2,,S1222,43.69560891,-79.44783327,308989.478,4839296.063
11327,4152659,2017,2017,1978,SOCIAL HOUSING,21,Scarborough Centre,1860 LAWRENCE AVE E,8,89,2017-10-16,84,Evaluation needs to be conducted in 2 years,18,5,5,5,4,4,4,,4,4,,4,4,5,4,4,4,4,4,4,4,E2126,43.74407061,-79.30308064,320644.835,4844697.338
11328,4155224,2017,2017,1965,PRIVATE,3,Etobicoke-Lakeshore,800 ROYAL YORK RD,6,60,2017-10-16,67,Evaluation needs to be conducted in 2 years,17,3,3,4,3,4,3,,3,3,,3,4,5,3,4,3,3,3,3,,W0325,43.63879444,-79.5087636,304076.947,4832984.053
11329,4155036,2017,2017,1960,PRIVATE,12,Toronto-St. Paul's,560 OAKWOOD AVE,3,24,2017-10-16,55,Evaluation needs to be conducted in 1 year,15,3,2,2,3,3,3,,3,,,2,2,4,3,3,3,,3,2,,S1222,43.69334672,-79.4414872,309501.192,4839045.059
11330,4153448,2017,2017,1990,SOCIAL HOUSING,13,Toronto Centre,70 PEMBROKE ST,3,15,2017-10-16,54,Evaluation needs to be conducted in 1 year,16,2,3,3,2,2,3,,3,,,2,3,5,3,2,2,2,3,3,,S1328,43.65850683,-79.37283465,315041.226,4835180.667
11331,4154380,2017,2017,1953,PRIVATE,6,York Centre,27 PAXTONIA BLVD,4,50,2017-10-16,74,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,4,3,4,4,5,2,4,4,2,3,3,,N0628,43.72902166,-79.48091892,306321.739,4843006.91
11332,4153376,2017,2017,1987,PRIVATE,10,Spadina-Fort York,350 QUEENS QUAY W,19,228,2017-10-16,73,Evaluation needs to be conducted in 2 years,19,4,4,5,3,4,4,3,3,5,3,4,3,3,3,4,3,,3,4,4,S1036,43.63868747,-79.38915301,313727.979,4832976.873
11333,4166900,2017,2017,1987,PRIVATE,10,Spadina-Fort York,390 QUEENS QUAY W,21,289,2017-10-16,72,Evaluation needs to be conducted in 2 years,19,4,4,5,3,4,4,3,3,4,3,4,3,3,3,3,3,,4,4,4,S1036,43.6382662,-79.390236,313604.244,4832915.083
11334,4154814,2017,2017,1972,PRIVATE,17,Don Valley North,25 PARKWAY FOREST DR,17,300,2017-10-16,69,Evaluation needs to be conducted in 2 years,19,4,4,4,2,3,3,3,3,4,,3,3,4,3,4,4,3,4,3,5,N1730,43.76924722,-79.34166025,317532.252,4847487.714
11335,4240547,2017,2017,1976,PRIVATE,8,Eglinton-Lawrence,33 ORCHARD VIEW BLVD,17,327,2017-10-16,74,Evaluation needs to be conducted in 2 years,19,4,3,4,4,3,4,3,4,5,3,4,3,3,4,3,3,4,5,4,,N0833,43.70781947,-79.39939097,312892.413,4840657.216
11336,4153446,2017,2017,1920,PRIVATE,13,Toronto Centre,80-82 PEMBROKE ST,4,11,2017-10-16,68,Evaluation needs to be conducted in 2 years,15,3,4,4,3,3,3,,3,,,3,2,5,4,4,3,,4,3,,S1328,43.65905172,-79.3730589,315023.047,4835241.178
11337,4153869,2017,2017,1950,PRIVATE,15,Don Valley West,153 RANLEIGH AVE,4,28,2017-10-16,79,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,,3,,,4,4,5,4,4,4,,4,3,,N1525,43.72825161,-79.39810823,312993.279,4842926.261
11338,4152651,2017,2017,1960,PRIVATE,21,Scarborough Centre,1725 LAWRENCE AVE E,6,43,2017-10-16,69,Evaluation needs to be conducted in 2 years,17,4,4,4,3,4,3,,1,5,,4,2,5,3,4,4,2,3,4,,E2131,43.74202405,-79.30855529,320204.421,4844468.944
11339,4152658,2017,2017,1961,PRIVATE,21,Scarborough Centre,1780 LAWRENCE AVE E,5,39,2017-10-16,78,Evaluation needs to be conducted in 2 years,17,4,4,4,4,3,2,,4,5,,4,4,5,4,4,4,3,4,4,,E2126,43.74310362,-79.30700517,320328.999,4844589.169
11340,4154826,2017,2017,1965,PRIVATE,17,Don Valley North,34 LEITH HILL RD,11,231,2017-10-16,66,Evaluation needs to be conducted in 2 years,19,3,3,4,3,3,3,4,3,3,,3,2,4,3,4,4,4,3,3,4,N1727,43.77773409,-79.34898142,316941.141,4848429.475
11341,4155681,2017,2017,1996,SOCIAL HOUSING,10,Spadina-Fort York,900 QUEEN ST W,3,22,2017-10-16,65,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,4,,3,,,4,4,3,3,3,3,,3,3,4,S1021,43.64507137,-79.41560865,311592.747,4833683.596
11342,4153731,2017,2017,2013,PRIVATE,17,Don Valley North,130 PARKWAY FOREST DR,8,105,2017-10-16,80,Evaluation needs to be conducted in 2 years,18,4,4,4,4,,4,4,4,4,,4,3,5,4,4,4,4,4,4,4,N1730,43.77461802,-79.34357219,317376.948,4848085.058
11343,4155225,2017,2017,1973,PRIVATE,3,Etobicoke-Lakeshore,8 LOMOND DR,24,183,2017-10-16,61,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,3,2,3,4,,2,3,4,3,4,3,3,3,3,,W0325,43.64634544,-79.52275543,302948.491,4833822.241
11344,4154077,2017,2017,1971,PRIVATE,19,Beaches-East York,2 SECORD AVE,22,303,2017-10-16,74,Evaluation needs to be conducted in 2 years,18,4,4,4,2,4,3,4,3,5,,4,4,3,4,4,4,4,4,3,,S1930,43.69312126,-79.30159601,320864.623,4839066.34
11345,4154449,2017,2017,1959,PRIVATE,6,York Centre,24 SEELEY DR,4,100,2017-10-16,78,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,4,4,4,4,4,4,4,5,3,3,4,,4,4,4,N0627,43.74066328,-79.49275489,305368.127,4844300.082
11346,4154447,2017,2017,1959,PRIVATE,6,York Centre,25 SEELEY DR,4,71,2017-10-16,80,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,,N0627,43.74151134,-79.49316399,305312.551,4844399.414
11347,4152955,2017,2017,1959,PRIVATE,4,Parkdale-High Park,29 SPENCER AVE,6,54,2017-10-16,58,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,2,,3,3,,3,3,3,3,3,3,3,3,2,,S0437,43.6349011,-79.42912181,310503.215,4832553.752
11348,4152957,2017,2017,1960,PRIVATE,4,Parkdale-High Park,35 SPENCER AVE,7,80,2017-10-16,69,Evaluation needs to be conducted in 2 years,18,3,3,3,4,3,5,3,4,3,,3,4,3,3,4,3,5,3,3,,S0437,43.63536187,-79.42935066,310484.708,4832604.925
11349,4152959,2017,2017,1939,PRIVATE,4,Parkdale-High Park,57 SPENCER AVE,3,19,2017-10-16,61,Evaluation needs to be conducted in 1 year,14,3,3,3,3,,2,,3,,,4,2,5,3,3,3,,3,3,,S0437,43.6361371,-79.42952225,310470.794,4832691.036
11350,4153142,2017,2017,1987,SOCIAL HOUSING,10,Spadina-Fort York,800 ADELAIDE ST W,3,50,2017-10-16,58,Evaluation needs to be conducted in 1 year,20,3,3,3,3,3,3,2,2,3,3,3,2,4,3,3,3,3,3,3,3,S1028,43.64397181,-79.41036099,312016.23,4833561.862
11351,4155158,2017,2017,1994,SOCIAL HOUSING,5,York South-Weston,15 KING ST,12,119,2017-10-16,81,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,4,,4,4,5,4,4,4,4,4,4,4,W0524,43.70190827,-79.51982663,303186.471,4839994.908
11352,4155829,2017,2017,1940,PRIVATE,8,Eglinton-Lawrence,2674 YONGE ST,3,31,2017-10-16,51,Evaluation needs to be conducted in 1 year,16,3,2,3,2,3,1,,3,,2,2,3,5,2,2,2,,3,3,,N0829,43.71681852,-79.40078111,312779.193,4841656.826
11353,4154653,2017,2017,1965,PRIVATE,6,York Centre,4750 BATHURST ST,3,64,2017-10-16,78,Evaluation needs to be conducted in 2 years,17,5,3,3,3,3,4,,3,5,,4,5,5,4,3,3,5,4,4,,N0624,43.76793194,-79.44200728,309453.606,4847331.095
11354,4155359,2017,2017,1963,PRIVATE,1,Etobicoke North,236 DIXON RD,13,123,2017-10-16,79,Evaluation needs to be conducted in 2 years,17,5,5,5,3,,2,4,4,4,,4,3,5,3,4,4,4,4,4,,W0135,43.69833625,-79.54639272,301045.006,4839598.982
11355,4154012,2017,2017,1974,PRIVATE,8,Eglinton-Lawrence,411 DUPLEX AVE,23,458,2017-10-16,76,Evaluation needs to be conducted in 2 years,20,3,4,4,3,3,4,3,4,3,3,3,4,5,4,4,4,4,5,4,5,N0833,43.70733001,-79.40025734,312822.658,4840602.751
11356,4153955,2017,2017,1965,PRIVATE,8,Eglinton-Lawrence,10 SHALLMAR BLVD,11,138,2017-10-16,72,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,3,4,3,3,,3,3,5,4,3,3,4,4,3,,N0832,43.70428695,-79.42328044,310967.522,4840262.673
11357,4153959,2017,2017,1960,PRIVATE,8,Eglinton-Lawrence,11 SHALLMAR BLVD,7,78,2017-10-16,67,Evaluation needs to be conducted in 2 years,19,3,4,4,3,3,3,3,4,4,3,2,4,5,3,4,3,2,3,4,,N0832,43.70372686,-79.42316463,310976.913,4840200.458
11358,4153956,2017,2017,1963,PRIVATE,8,Eglinton-Lawrence,20 SHALLMAR BLVD,11,155,2017-10-16,79,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,4,4,3,4,5,4,3,4,4,4,4,,N0832,43.70451174,-79.42472303,310851.235,4840287.547
11359,4154827,2017,2017,1968,PRIVATE,17,Don Valley North,175 SHAUGHNESSY BLVD,18,139,2017-10-16,69,Evaluation needs to be conducted in 2 years,19,4,4,3,3,4,4,3,3,4,,4,3,5,3,4,3,3,3,3,3,N1727,43.78086463,-79.35390324,316544.328,4848776.57
11360,4154828,2017,2017,1967,PRIVATE,17,Don Valley North,185 SHAUGHNESSY BLVD,17,180,2017-10-16,64,Evaluation needs to be conducted in 1 year,19,3,3,3,3,3,2,3,3,3,,3,3,4,3,4,4,4,4,2,4,N1727,43.78184163,-79.35419876,316520.358,4848885.074
11361,4153512,2017,2017,1917,PRIVATE,13,Toronto Centre,49 DUNDONALD ST,5,32,2017-10-16,64,Evaluation needs to be conducted in 1 year,16,3,4,4,2,3,3,,3,3,,3,4,5,3,3,2,,3,3,,S1322,43.6663495,-79.38187185,314310.814,4836051.846
11362,4233290,2017,2017,1984,SOCIAL HOUSING,5,York South-Weston,29 SOUTH STATION ST,13,128,2017-10-16,64,Evaluation needs to be conducted in 1 year,17,4,3,4,3,4,3,2,2,3,,2,3,3,4,4,3,,4,3,,W0524,43.70099202,-79.51536306,303546.182,4839893.047
11363,4154572,2017,2017,1952,PRIVATE,6,York Centre,390-398 WILSON AVE,3,40,2017-10-16,61,Evaluation needs to be conducted in 1 year,15,3,3,3,3,2,3,,4,,,3,2,5,3,3,3,,3,3,,N0629,43.73661125,-79.43957198,309632.469,4843834.371
11364,4154573,2017,2017,1952,PRIVATE,6,York Centre,400-406 WILSON AVE,3,33,2017-10-16,61,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,,4,,,3,2,5,3,3,3,,3,2,,N0629,43.7362716,-79.44053564,309548.598,4843809.657
11365,4155161,2017,2017,1970,PRIVATE,5,York South-Weston,1906-1930 WESTON RD,12,112,2017-10-16,59,Evaluation needs to be conducted in 1 year,18,3,3,3,2,3,2,2,3,3,,3,3,4,3,3,3,4,3,3,,W0524,43.70020031,-79.51726736,303392.674,4839805.124
11366,4155173,2017,2017,1962,PRIVATE,5,York South-Weston,2180 WESTON RD,8,62,2017-10-16,73,Evaluation needs to be conducted in 2 years,17,4,4,3,3,4,2,,3,4,,4,4,5,4,4,4,3,4,3,,W0524,43.7029811,-79.52614892,302676.666,4840115.227
11367,4154019,2017,2017,1954,PRIVATE,8,Eglinton-Lawrence,2730 YONGE ST,7,63,2017-10-16,65,Evaluation needs to be conducted in 1 year,19,3,2,4,3,3,4,2,3,5,3,3,2,5,3,3,4,4,3,3,,N0829,43.71803549,-79.40103779,312758.613,4841791.045
11368,4154255,2017,2017,1963,PRIVATE,7,Humber River-Black Creek,3345 WESTON RD,4,57,2017-10-16,68,Evaluation needs to be conducted in 2 years,18,4,3,4,2,3,3,4,3,2,,3,3,5,3,4,3,4,5,3,,W0728,43.74382563,-79.53997148,301565.156,4844652.213
11369,4154256,2017,2017,1963,PRIVATE,7,Humber River-Black Creek,3355 WESTON RD,4,57,2017-10-16,69,Evaluation needs to be conducted in 2 years,18,4,4,4,2,3,3,5,3,2,,3,3,5,3,4,3,4,5,2,,W0728,43.74449815,-79.54011639,301553.519,4844726.934
11370,4240549,2017,2017,1962,PRIVATE,5,York South-Weston,2190 WESTON RD,8,76,2017-10-16,68,Evaluation needs to be conducted in 2 years,17,4,3,3,3,3,2,,3,4,,3,4,5,4,3,4,3,3,4,,W0524,43.70311425,-79.52652875,302646.059,4840130.027
11371,4154452,2017,2017,1977,PRIVATE,6,York Centre,111 WHITBURN CRES,3,46,2017-10-16,72,Evaluation needs to be conducted in 2 years,17,4,4,3,4,3,4,3,4,,,3,3,5,4,3,4,3,4,3,,N0627,43.73851531,-79.49154017,305465.98,4844061.47
11372,4154451,2017,2017,1977,PRIVATE,6,York Centre,117 WHITBURN CRES,3,61,2017-10-16,69,Evaluation needs to be conducted in 2 years,17,4,3,3,3,4,3,3,4,,,3,3,5,4,3,3,4,4,3,,N0627,43.73889828,-79.49173615,305450.192,4844104.014
11373,4155012,2017,2017,1955,PRIVATE,12,Toronto-St. Paul's,440 WINONA DR,6,130,2017-10-16,58,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,3,,2,2,3,2,3,3,3,3,4,2,3,3,,S1222,43.68840545,-79.43585166,309955.895,4838496.442
11374,4155010,2017,2017,1958,PRIVATE,12,Toronto-St. Paul's,460 WINONA DR,5,55,2017-10-16,59,Evaluation needs to be conducted in 1 year,18,3,3,4,2,3,2,,3,3,3,3,2,5,3,2,3,3,3,3,,S1222,43.6890953,-79.43587131,309954.256,4838573.079
11375,4156325,2017,2017,1960,PRIVATE,7,Humber River-Black Creek,3328 WESTON RD,4,93,2017-10-16,67,Evaluation needs to be conducted in 2 years,18,3,3,3,3,4,3,2,4,2,,4,3,5,4,3,4,2,5,3,,W0727,43.74317239,-79.54107806,301501.704,4844591.777
11376,4155683,2017,2017,1960,PRIVATE,7,Humber River-Black Creek,3330 WESTON RD,4,97,2017-10-16,67,Evaluation needs to be conducted in 2 years,18,3,3,3,3,4,3,2,4,3,,4,3,5,4,3,3,3,4,3,,W0727,43.74422754,-79.54098033,301483.919,4844696.906
11377,4155167,2017,2017,1962,PRIVATE,5,York South-Weston,2260 WESTON RD,9,116,2017-10-16,67,Evaluation needs to be conducted in 2 years,18,3,3,4,3,3,4,3,4,3,,3,3,3,3,4,3,4,4,3,,W0524,43.70433412,-79.52866808,302473.953,4840264.645
11378,4152966,2017,2017,1956,PRIVATE,4,Parkdale-High Park,124 TYNDALL AVE,4,28,2017-10-16,55,Evaluation needs to be conducted in 1 year,16,3,3,3,2,3,2,,3,,,3,2,2,3,3,3,3,3,3,,S0437,43.63771592,-79.42938406,310482.065,4832865.488
11379,4155024,2017,2017,1957,PRIVATE,12,Toronto-St. Paul's,642 VAUGHAN RD,4,23,2017-10-16,61,Evaluation needs to be conducted in 1 year,15,3,3,4,3,4,2,,3,,,3,4,3,3,3,3,,2,3,,S1222,43.69278505,-79.44170923,309481.606,4838982.16
11380,4153507,2017,2017,1888,PRIVATE,13,Toronto Centre,510 JARVIS ST,3,16,2017-10-16,64,Evaluation needs to be conducted in 1 year,16,3,2,3,3,3,3,,3,,,3,2,5,3,4,4,3,3,4,,S1322,43.66751678,-79.37923338,314523.675,4836180.868
11381,4154859,2017,2017,1964,PRIVATE,16,Don Valley East,22 TINDER CRES,4,60,2017-10-16,61,Evaluation needs to be conducted in 1 year,18,3,4,4,3,3,3,,3,4,3,2,3,5,2,2,3,3,2,3,,N1628,43.72645013,-79.30918952,320157.292,4842738.692
11382,4153544,2017,2017,1959,PRIVATE,13,Toronto Centre,108 ISABELLA ST,11,262,2017-10-16,69,Evaluation needs to be conducted in 2 years,18,4,4,3,3,2,4,4,3,3,,3,3,5,3,4,4,4,3,3,,S1322,43.66899192,-79.37998789,314462.324,4836345.619
11383,4154575,2017,2017,1960,PRIVATE,6,York Centre,45 FAYWOOD BLVD,4,33,2017-10-16,61,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,,4,,,3,3,5,2,3,3,3,2,3,,N0629,43.73680865,-79.4465394,309090.649,4843874.172
11384,4154576,2017,2017,1960,PRIVATE,6,York Centre,55 FAYWOOD BLVD,4,33,2017-10-16,61,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,,4,,,3,3,5,2,3,3,3,2,3,,N0629,43.73747554,-79.44643328,309099.415,4843947.309
11385,4152736,2017,2017,1976,PRIVATE,21,Scarborough Centre,1191 ELLESMERE RD,4,27,2017-10-16,62,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,2,3,4,3,,3,2,5,3,3,3,3,3,3,,E2129,43.76788321,-79.26890514,323390.009,4847349.898
11386,4154890,2017,2017,1960,PRIVATE,16,Don Valley East,55 ECCLESTON DR,4,60,2017-10-16,66,Evaluation needs to be conducted in 2 years,18,3,3,3,3,3,3,,3,3,3,3,3,5,4,3,4,3,4,3,,N1628,43.7265528,-79.31980992,319295.23,4842735.247
11387,4154889,2017,2017,1958,PRIVATE,16,Don Valley East,56 ECCLESTON DR,4,60,2017-10-16,62,Evaluation needs to be conducted in 1 year,19,3,3,4,3,3,3,,3,3,3,3,3,2,4,3,3,3,4,3,3,N1628,43.72702975,-79.32003774,319282.903,4842802.106
11388,4154969,2017,2017,1960,PRIVATE,12,Toronto-St. Paul's,142 VAUGHAN RD,4,27,2017-10-16,68,Evaluation needs to be conducted in 2 years,17,4,4,4,3,3,3,,3,,3,4,4,4,3,3,3,3,4,3,,S1229,43.6851205,-79.4220842,311066.115,4838132.443
11389,4154579,2017,2017,1960,PRIVATE,6,York Centre,8 VINCI CRES,4,33,2017-10-16,61,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,,4,,,3,3,5,2,3,3,3,2,3,,N0629,43.73622857,-79.44612288,309124.24,4843809.751
11390,4154578,2017,2017,1960,PRIVATE,6,York Centre,30 VINCI CRES,4,33,2017-10-16,61,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,,4,,,3,3,5,2,3,3,3,2,3,,N0629,43.7369856,-79.44604658,309130.334,4843893.855
11391,4154577,2017,2017,1960,PRIVATE,6,York Centre,59 VINCI CRES,4,33,2017-10-16,61,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,,4,,,3,3,5,2,3,3,3,2,3,,N0629,43.73783175,-79.44651103,309092.864,4843987.832
11392,4154803,2017,2017,1965,PRIVATE,16,Don Valley East,135 FENELON DR,19,218,2017-10-16,58,Evaluation needs to be conducted in 1 year,18,3,3,4,1,3,3,1,3,4,,1,3,3,3,3,3,4,4,3,,N1621,43.76283883,-79.33794868,317832.429,4846776.338
11393,4155684,2017,2017,1964,PRIVATE,6,York Centre,34 BROOKWELL DR,4,44,2017-10-16,73,Evaluation needs to be conducted in 2 years,16,3,4,4,3,4,4,,4,,,3,3,5,3,3,4,4,4,3,,N0625,43.74470073,-79.49456286,305222.492,4844748.606
11394,4155757,2017,2017,1961,PRIVATE,3,Etobicoke-Lakeshore,2493 LAKE SHORE BLVD W,9,151,2017-10-16,74,Evaluation needs to be conducted in 2 years,18,3,4,4,3,4,4,,4,4,3,3,3,5,4,4,4,4,4,3,,W0336,43.61238038,-79.48792487,305759.003,4830048.647
11395,4154070,2017,2017,1950,PRIVATE,19,Beaches-East York,189 CEDARVALE AVE,6,78,2017-10-16,82,Evaluation needs to be conducted in 2 years,18,5,4,4,3,4,3,,5,4,4,4,4,5,4,4,4,4,5,4,,S1929,43.68939682,-79.31194058,319944.937,4838621.723
11396,4250615,2017,2017,1965,PRIVATE,15,Don Valley West,66 BROADWAY AVE,20,357,2017-10-16,74,Evaluation needs to be conducted in 2 years,18,4,4,4,3,4,3,4,3,4,,4,3,5,4,4,3,4,4,3,,N1526,,,313216.138,4840974.674
11397,4153840,2017,2017,1956,PRIVATE,15,Don Valley West,124 BROADWAY AVE,4,86,2017-10-16,78,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,,3,4,3,4,4,5,4,3,4,4,4,4,,N1526,43.7113648,-79.3925063,313446.755,4841051.778
11398,4155096,2017,2017,1960,PRIVATE,5,York South-Weston,30 CLEARVIEW HTS,4,25,2017-10-16,64,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,3,,3,,3,3,3,5,4,3,3,3,3,3,,W0532,43.6932353,-79.47957885,306430.615,4839031.266
11399,4155093,2017,2017,1955,PRIVATE,5,York South-Weston,31 CLEARVIEW HTS,4,43,2017-10-16,56,Evaluation needs to be conducted in 1 year,16,2,2,3,3,2,2,,4,,3,3,2,5,3,3,3,,3,2,,W0532,43.69278743,-79.47966358,306423.795,4838981.508
11400,4155306,2017,2017,1973,PRIVATE,3,Etobicoke-Lakeshore,50 CORDOVA AVE,37,285,2017-10-16,61,Evaluation needs to be conducted in 1 year,18,3,3,3,2,3,4,3,3,3,,3,3,3,3,3,3,4,3,3,,W0321,43.64710291,-79.52646645,302648.878,4833907.435
11401,4154652,2017,2017,1965,PRIVATE,6,York Centre,34 CARSCADDEN DR,6,69,2017-10-16,69,Evaluation needs to be conducted in 2 years,18,4,3,3,3,3,3,3,3,3,,3,3,5,4,4,3,5,4,3,,N0624,43.76575482,-79.44370966,309316.71,4847089.125
11402,4155089,2017,2017,1950,PRIVATE,5,York South-Weston,43 GLENHAVEN ST,3,11,2017-10-16,56,Evaluation needs to be conducted in 1 year,16,2,3,3,2,2,2,,3,,,2,4,5,3,3,3,3,2,3,,W0533,43.69316943,-79.46994796,307206.968,4839024.153
11403,4154651,2017,2017,1962,PRIVATE,6,York Centre,4 MASCOT PL,4,70,2017-10-16,62,Evaluation needs to be conducted in 1 year,17,3,3,3,3,3,3,,3,3,,3,3,5,3,3,3,3,3,3,,N0624,43.77037158,-79.44367993,309318.763,4847602.04
11404,4153916,2017,2017,1927,PRIVATE,12,Toronto-St. Paul's,48 LAWTON BLVD,3,19,2017-10-16,74,Evaluation needs to be conducted in 2 years,16,4,5,4,3,4,3,,4,,4,3,3,5,4,4,3,,3,3,,S1232,43.69166703,-79.39620789,313151.182,4838862.974
11405,4153915,2017,2017,1915,PRIVATE,12,Toronto-St. Paul's,50 LAWTON BLVD,3,20,2017-10-16,71,Evaluation needs to be conducted in 2 years,16,4,4,4,4,3,3,,4,,4,3,3,5,3,4,3,,3,3,,S1232,43.69186328,-79.3961004,313143.397,4838889.911
11406,4155479,2017,2017,1961,PRIVATE,3,Etobicoke-Lakeshore,2311 LAKE SHORE BLVD W,4,36,2017-10-16,66,Evaluation needs to be conducted in 2 years,16,3,3,3,3,3,5,,3,,,3,3,5,3,3,3,4,4,2,,W0336,43.61755556,-79.48652198,305836.076,4830625.046
11407,4155478,2017,2017,1967,PRIVATE,3,Etobicoke-Lakeshore,2335 LAKE SHORE BLVD W,8,132,2017-10-16,67,Evaluation needs to be conducted in 2 years,19,3,3,3,4,3,3,3,3,4,3,4,3,5,3,4,4,3,3,3,,W0336,43.61660196,-79.48685587,305845.225,4830517.654
11408,4155333,2017,2017,1955,PRIVATE,2,Etobicoke Centre,15 ANGLESEY BLVD,3,41,2017-10-13,53,Evaluation needs to be conducted in 1 year,15,3,3,3,3,2,2,,2,,,3,2,3,3,3,3,,3,2,,W0229,43.66418829,-79.52105157,303086.51,4835804.43
11409,4155317,2017,2017,1958,PRIVATE,2,Etobicoke Centre,14-16 ANGLESEY BLVD,4,24,2017-10-13,63,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,2,,3,,,4,3,5,3,4,3,,2,3,,W0229,43.66524916,-79.52117214,303076.824,4835922.29
11410,4154496,2017,2017,1968,PRIVATE,8,Eglinton-Lawrence,3000 DUFFERIN ST,18,287,2017-10-13,61,Evaluation needs to be conducted in 1 year,20,3,3,4,3,3,3,3,3,3,3,4,3,5,3,2,3,2,3,2,3,N0826,43.71108689,-79.45503098,308408.116,4841016.189
11411,4154763,2017,2017,1968,PRIVATE,16,Don Valley East,5 DUFRESNE CRT,28,218,2017-10-13,78,Evaluation needs to be conducted in 2 years,19,4,4,4,4,3,4,4,4,4,,4,3,5,4,4,3,4,4,3,5,N1630,43.71503235,-79.33058483,318480.453,4841476.916
